Constraint,Support,cluster
"Responded Existence[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by SUPERVISOR] | |",0.358974358974359,-1
Existence1[Declaration REJECTED by SUPERVISOR] | |,0.358974358974359,-1
"Not Chain Precedence[Declaration FINAL_APPROVED by SUPERVISOR, Declaration REJECTED by SUPERVISOR] | |",0.358974358974359,-1
"Not Precedence[Payment Handled, Declaration REJECTED by SUPERVISOR] | |",0.358974358974359,-1
"Alternate Precedence[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by SUPERVISOR] | |",0.358974358974359,-1
"Precedence[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by SUPERVISOR] | |",0.358974358974359,-1
"Not Chain Response[Declaration REJECTED by SUPERVISOR, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.358974358974359,-1
"Responded Existence[Declaration REJECTED by SUPERVISOR, Declaration SUBMITTED by EMPLOYEE] | |",0.358974358974359,-1
"Not Chain Response[Declaration REJECTED by SUPERVISOR, Declaration APPROVED by ADMINISTRATION] | |",0.358974358974359,-1
"Not Chain Precedence[Declaration REJECTED by ADMINISTRATION, Declaration APPROVED by ADMINISTRATION] | |",0.3576923076923077,-1
"Choice[Declaration APPROVED by ADMINISTRATION, Declaration REJECTED by BUDGET OWNER] | |",0.3576923076923077,-1
"Not Chain Response[Declaration APPROVED by ADMINISTRATION, Declaration REJECTED by ADMINISTRATION] | |",0.3576923076923077,-1
"Choice[Declaration REJECTED by BUDGET OWNER, Declaration APPROVED by ADMINISTRATION] | |",0.3576923076923077,-1
"Alternate Response[Declaration REJECTED by EMPLOYEE, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.3576923076923077,-1
"Not Chain Response[Declaration APPROVED by ADMINISTRATION, Declaration REJECTED by EMPLOYEE] | |",0.3576923076923077,-1
"Not Precedence[Declaration FINAL_APPROVED by SUPERVISOR, Declaration REJECTED by SUPERVISOR] | |",0.3576923076923077,-1
"Choice[Declaration APPROVED by ADMINISTRATION, Declaration APPROVED by BUDGET OWNER] | |",0.3576923076923077,-1
"Not Chain Precedence[Declaration REJECTED by BUDGET OWNER, Declaration APPROVED by ADMINISTRATION] | |",0.3576923076923077,-1
"Responded Existence[Declaration SUBMITTED by EMPLOYEE, Declaration APPROVED by ADMINISTRATION] | |",0.3576923076923077,-1
"Responded Existence[Declaration APPROVED by ADMINISTRATION, Declaration SUBMITTED by EMPLOYEE] | |",0.3576923076923077,-1
"Not Chain Precedence[Declaration REJECTED by SUPERVISOR, Declaration APPROVED by ADMINISTRATION] | |",0.3576923076923077,-1
"Choice[Declaration APPROVED by BUDGET OWNER, Declaration APPROVED by ADMINISTRATION] | |",0.3576923076923077,-1
"Precedence[Declaration SUBMITTED by EMPLOYEE, Declaration APPROVED by ADMINISTRATION] | |",0.3576923076923077,-1
"Not Chain Response[Declaration REJECTED by SUPERVISOR, Request Payment] | |",0.3576923076923077,-1
"Not Chain Response[Declaration APPROVED by ADMINISTRATION, Payment Handled] | |",0.3576923076923077,-1
"Alternate Precedence[Declaration SUBMITTED by EMPLOYEE, Declaration APPROVED by ADMINISTRATION] | |",0.3576923076923077,-1
"Chain Precedence[Declaration SUBMITTED by EMPLOYEE, Declaration APPROVED by ADMINISTRATION] | |",0.3576923076923077,-1
"Not Chain Response[Declaration APPROVED by ADMINISTRATION, Declaration SUBMITTED by EMPLOYEE] | |",0.3576923076923077,-1
"Not Chain Precedence[Payment Handled, Declaration APPROVED by ADMINISTRATION] | |",0.3576923076923077,-1
"Not Precedence[Payment Handled, Declaration APPROVED by ADMINISTRATION] | |",0.3576923076923077,-1
Existence1[Declaration APPROVED by ADMINISTRATION] | |,0.3576923076923077,-1
"Not Chain Precedence[Declaration FINAL_APPROVED by SUPERVISOR, Declaration APPROVED by ADMINISTRATION] | |",0.3576923076923077,-1
"Not Chain Precedence[Declaration APPROVED by BUDGET OWNER, Declaration APPROVED by ADMINISTRATION] | |",0.3576923076923077,-1
"Not Chain Precedence[Declaration REJECTED by EMPLOYEE, Declaration APPROVED by ADMINISTRATION] | |",0.3576923076923077,-1
"Not Chain Precedence[Request Payment, Declaration APPROVED by ADMINISTRATION] | |",0.3576923076923077,-1
"Not Chain Response[Declaration APPROVED by ADMINISTRATION, Request Payment] | |",0.3576923076923077,-1
"Not Precedence[Request Payment, Declaration APPROVED by ADMINISTRATION] | |",0.3576923076923077,-1
"Alternate Response[Declaration REJECTED by EMPLOYEE, Payment Handled] | |",0.3564102564102564,-1
"Alternate Response[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by EMPLOYEE] | |",0.3564102564102564,-1
"Not Chain Response[Declaration REJECTED by SUPERVISOR, Declaration SUBMITTED by EMPLOYEE] | |",0.3564102564102564,-1
"Not Precedence[Declaration REJECTED by BUDGET OWNER, Request Payment] | |",0.3564102564102564,-1
"Not Responded Existence[Request Payment, Declaration REJECTED by BUDGET OWNER] | |",0.3564102564102564,-1
"Alternate Response[Declaration REJECTED by EMPLOYEE, Request Payment] | |",0.3564102564102564,-1
"Not Precedence[Declaration REJECTED by PRE_APPROVER, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.3551282051282051,-1
"Not Responded Existence[Declaration FINAL_APPROVED by SUPERVISOR, Declaration REJECTED by PRE_APPROVER] | |",0.3551282051282051,-1
"Not Precedence[Declaration FINAL_APPROVED by SUPERVISOR, Declaration APPROVED by ADMINISTRATION] | |",0.3538461538461538,-1
"Responded Existence[Declaration REJECTED by EMPLOYEE, Declaration REJECTED by SUPERVISOR] | |",0.3538461538461538,-1
"Responded Existence[Declaration REJECTED by SUPERVISOR, Declaration REJECTED by EMPLOYEE] | |",0.3538461538461538,-1
"Response[Declaration REJECTED by SUPERVISOR, Declaration REJECTED by EMPLOYEE] | |",0.3525641025641026,-1
"Alternate Response[Declaration REJECTED by SUPERVISOR, Declaration REJECTED by EMPLOYEE] | |",0.3525641025641026,-1
"Exclusive Choice[Declaration APPROVED by PRE_APPROVER, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.35,-1
"Exclusive Choice[Declaration FINAL_APPROVED by SUPERVISOR, Declaration APPROVED by PRE_APPROVER] | |",0.35,-1
"Chain Response[Declaration REJECTED by SUPERVISOR, Declaration REJECTED by EMPLOYEE] | |",0.35,-1
"Response[Declaration SUBMITTED by EMPLOYEE, Declaration APPROVED by ADMINISTRATION] | |",0.3487179487179487,-1
"Not Responded Existence[Declaration FINAL_APPROVED by SUPERVISOR, Declaration APPROVED by PRE_APPROVER] | |",0.3461538461538461,-1
"Not Precedence[Declaration APPROVED by PRE_APPROVER, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.3461538461538461,-1
"Not Chain Precedence[Declaration APPROVED by PRE_APPROVER, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.3461538461538461,-1
Exactly1[Declaration REJECTED by SUPERVISOR] | |,0.3435897435897436,-1
"Responded Existence[Declaration APPROVED by ADMINISTRATION, Declaration REJECTED by EMPLOYEE] | |",0.3423076923076923,-1
"Responded Existence[Declaration REJECTED by EMPLOYEE, Declaration APPROVED by ADMINISTRATION] | |",0.3423076923076923,-1
"Not Response[Declaration APPROVED by ADMINISTRATION, Declaration REJECTED by ADMINISTRATION] | |",0.341025641025641,-1
"Exclusive Choice[Payment Handled, Declaration REJECTED by PRE_APPROVER] | |",0.3346153846153846,-1
"Exclusive Choice[Declaration REJECTED by PRE_APPROVER, Payment Handled] | |",0.3346153846153846,-1
"Precedence[Declaration REJECTED by SUPERVISOR, Declaration REJECTED by EMPLOYEE] | |",0.3307692307692307,-1
"Exclusive Choice[Declaration REJECTED by PRE_APPROVER, Request Payment] | |",0.3294871794871795,-1
"Exclusive Choice[Request Payment, Declaration REJECTED by PRE_APPROVER] | |",0.3294871794871795,-1
"Not Precedence[Declaration APPROVED by BUDGET OWNER, Declaration APPROVED by ADMINISTRATION] | |",0.3269230769230769,-1
"Not Chain Precedence[Declaration APPROVED by BUDGET OWNER, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.3269230769230769,-1
"Exclusive Choice[Declaration FINAL_APPROVED by SUPERVISOR, Declaration APPROVED by BUDGET OWNER] | |",0.3256410256410256,-1
"Exclusive Choice[Declaration APPROVED by BUDGET OWNER, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.3256410256410256,-1
"Exclusive Choice[Declaration APPROVED by PRE_APPROVER, Payment Handled] | |",0.3243589743589744,-1
"Exclusive Choice[Payment Handled, Declaration APPROVED by PRE_APPROVER] | |",0.3243589743589744,-1
"Not Precedence[Declaration REJECTED by PRE_APPROVER, Payment Handled] | |",0.3230769230769231,-1
"Not Responded Existence[Payment Handled, Declaration REJECTED by PRE_APPROVER] | |",0.3230769230769231,-1
"Not Response[Declaration REJECTED by EMPLOYEE, Declaration SUBMITTED by EMPLOYEE] | |",0.3217948717948718,-1
"Not Chain Response[Declaration REJECTED by EMPLOYEE, Declaration SUBMITTED by EMPLOYEE] | |",0.3217948717948718,-1
"Not Precedence[Declaration REJECTED by EMPLOYEE, Declaration REJECTED by SUPERVISOR] | |",0.3217948717948718,-1
"Exclusive Choice[Declaration APPROVED by PRE_APPROVER, Request Payment] | |",0.3192307692307692,-1
"Exclusive Choice[Request Payment, Declaration APPROVED by PRE_APPROVER] | |",0.3192307692307692,-1
"Not Chain Precedence[Declaration APPROVED by BUDGET OWNER, Declaration REJECTED by SUPERVISOR] | |",0.3179487179487179,-1
"Not Precedence[Declaration REJECTED by PRE_APPROVER, Request Payment] | |",0.3179487179487179,-1
"Not Precedence[Declaration APPROVED by BUDGET OWNER, Declaration REJECTED by SUPERVISOR] | |",0.3179487179487179,-1
"Not Responded Existence[Request Payment, Declaration REJECTED by PRE_APPROVER] | |",0.3179487179487179,-1
"Not Responded Existence[Payment Handled, Declaration APPROVED by PRE_APPROVER] | |",0.3166666666666666,-1
"Not Precedence[Declaration APPROVED by PRE_APPROVER, Payment Handled] | |",0.3166666666666666,-1
"Not Precedence[Declaration REJECTED by ADMINISTRATION, Declaration APPROVED by ADMINISTRATION] | |",0.3153846153846154,-1
"Not Precedence[Declaration APPROVED by BUDGET OWNER, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.3141025641025641,-1
"Not Responded Existence[Declaration FINAL_APPROVED by SUPERVISOR, Declaration APPROVED by BUDGET OWNER] | |",0.3141025641025641,-1
"Alternate Precedence[Declaration REJECTED by SUPERVISOR, Declaration REJECTED by EMPLOYEE] | |",0.3141025641025641,-1
"Not Precedence[Declaration APPROVED by PRE_APPROVER, Request Payment] | |",0.3115384615384615,-1
"Chain Precedence[Declaration REJECTED by SUPERVISOR, Declaration REJECTED by EMPLOYEE] | |",0.3115384615384615,-1
"Not Responded Existence[Request Payment, Declaration APPROVED by PRE_APPROVER] | |",0.3115384615384615,-1
"Not Responded Existence[Declaration APPROVED by ADMINISTRATION, Declaration REJECTED by ADMINISTRATION] | |",0.3064102564102564,-1
"Precedence[Declaration APPROVED by ADMINISTRATION, Declaration REJECTED by EMPLOYEE] | |",0.3038461538461538,-1
"Not Precedence[Declaration REJECTED by BUDGET OWNER, Declaration APPROVED by ADMINISTRATION] | |",0.3038461538461538,-1
"Precedence[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by ADMINISTRATION] | |",0.3012820512820512,-1
"Not Chain Precedence[Declaration APPROVED by ADMINISTRATION, Declaration REJECTED by ADMINISTRATION] | |",0.3012820512820512,-1
Existence1[Declaration REJECTED by ADMINISTRATION] | |,0.3012820512820512,-1
"Not Chain Precedence[Declaration REJECTED by EMPLOYEE, Declaration REJECTED by ADMINISTRATION] | |",0.3012820512820512,-1
"Not Chain Response[Declaration REJECTED by ADMINISTRATION, Declaration APPROVED by ADMINISTRATION] | |",0.3012820512820512,-1
"Chain Precedence[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by ADMINISTRATION] | |",0.3012820512820512,-1
"Responded Existence[Declaration REJECTED by ADMINISTRATION, Declaration SUBMITTED by EMPLOYEE] | |",0.3012820512820512,-1
"Responded Existence[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by ADMINISTRATION] | |",0.3012820512820512,-1
"Alternate Precedence[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by ADMINISTRATION] | |",0.3012820512820512,-1
"Chain Response[Declaration SUBMITTED by EMPLOYEE, Declaration APPROVED by ADMINISTRATION] | |",0.2987179487179487,-1
"Alternate Response[Declaration SUBMITTED by EMPLOYEE, Declaration APPROVED by ADMINISTRATION] | |",0.2987179487179487,-1
"Response[Declaration REJECTED by ADMINISTRATION, Declaration REJECTED by EMPLOYEE] | |",0.2948717948717949,-1
"Responded Existence[Declaration REJECTED by EMPLOYEE, Declaration REJECTED by ADMINISTRATION] | |",0.2948717948717949,-1
"Responded Existence[Declaration REJECTED by ADMINISTRATION, Declaration REJECTED by EMPLOYEE] | |",0.2948717948717949,-1
"Exclusive Choice[Declaration APPROVED by BUDGET OWNER, Payment Handled] | |",0.2923076923076923,-1
"Not Chain Precedence[Declaration APPROVED by ADMINISTRATION, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.2923076923076923,-1
"Exclusive Choice[Request Payment, Declaration APPROVED by BUDGET OWNER] | |",0.2923076923076923,-1
"Exclusive Choice[Declaration APPROVED by BUDGET OWNER, Request Payment] | |",0.2923076923076923,-1
"Not Chain Response[Declaration REJECTED by ADMINISTRATION, Declaration SUBMITTED by EMPLOYEE] | |",0.2923076923076923,-1
"Exclusive Choice[Payment Handled, Declaration APPROVED by BUDGET OWNER] | |",0.2923076923076923,-1
"Not Chain Precedence[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by SUPERVISOR] | |",0.291025641025641,-1
"Alternate Response[Declaration REJECTED by ADMINISTRATION, Declaration REJECTED by EMPLOYEE] | |",0.2897435897435897,-1
"Alternate Precedence[Declaration APPROVED by ADMINISTRATION, Declaration REJECTED by EMPLOYEE] | |",0.2884615384615384,-1
"Exclusive Choice[Declaration REJECTED by SUPERVISOR, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.2871794871794871,-1
"Exclusive Choice[Declaration FINAL_APPROVED by SUPERVISOR, Declaration REJECTED by SUPERVISOR] | |",0.2871794871794871,-1
"Not Chain Response[Declaration APPROVED by ADMINISTRATION, Declaration REJECTED by BUDGET OWNER] | |",0.2858974358974359,-1
"Exclusive Choice[Declaration APPROVED by ADMINISTRATION, Declaration REJECTED by BUDGET OWNER] | |",0.2858974358974359,-1
"Not Response[Declaration APPROVED by ADMINISTRATION, Declaration REJECTED by BUDGET OWNER] | |",0.2858974358974359,-1
"Chain Response[Declaration REJECTED by ADMINISTRATION, Declaration REJECTED by EMPLOYEE] | |",0.2858974358974359,-1
"Exclusive Choice[Declaration REJECTED by BUDGET OWNER, Declaration APPROVED by ADMINISTRATION] | |",0.2858974358974359,-1
"Not Responded Existence[Declaration APPROVED by ADMINISTRATION, Declaration REJECTED by BUDGET OWNER] | |",0.2858974358974359,-1
"Not Precedence[Declaration APPROVED by ADMINISTRATION, Declaration REJECTED by ADMINISTRATION] | |",0.2846153846153846,-1
"Exclusive Choice[Declaration REJECTED by SUPERVISOR, Declaration APPROVED by BUDGET OWNER] | |",0.282051282051282,-1
"Exclusive Choice[Declaration APPROVED by BUDGET OWNER, Declaration REJECTED by SUPERVISOR] | |",0.282051282051282,-1
"Not Responded Existence[Payment Handled, Declaration APPROVED by BUDGET OWNER] | |",0.2807692307692307,-1
"Not Precedence[Declaration APPROVED by BUDGET OWNER, Payment Handled] | |",0.2807692307692307,-1
"Precedence[Declaration REJECTED by ADMINISTRATION, Declaration REJECTED by EMPLOYEE] | |",0.2794871794871795,-1
"Responded Existence[Declaration APPROVED by ADMINISTRATION, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.2782051282051282,-1
"Response[Declaration APPROVED by ADMINISTRATION, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.2782051282051282,-1
"Responded Existence[Declaration FINAL_APPROVED by SUPERVISOR, Declaration APPROVED by ADMINISTRATION] | |",0.2782051282051282,-1
"Responded Existence[Declaration APPROVED by ADMINISTRATION, Declaration REJECTED by SUPERVISOR] | |",0.2782051282051282,-1
"Alternate Precedence[Declaration APPROVED by ADMINISTRATION, Payment Handled] | |",0.2782051282051282,-1
"Precedence[Declaration APPROVED by ADMINISTRATION, Payment Handled] | |",0.2782051282051282,-1
"Response[Declaration APPROVED by ADMINISTRATION, Payment Handled] | |",0.2782051282051282,-1
"Not Precedence[Declaration APPROVED by BUDGET OWNER, Request Payment] | |",0.2782051282051282,-1
"Responded Existence[Payment Handled, Declaration APPROVED by ADMINISTRATION] | |",0.2782051282051282,-1
"Responded Existence[Declaration REJECTED by SUPERVISOR, Declaration APPROVED by ADMINISTRATION] | |",0.2782051282051282,-1
"Responded Existence[Declaration APPROVED by ADMINISTRATION, Payment Handled] | |",0.2782051282051282,-1
"Not Responded Existence[Request Payment, Declaration APPROVED by BUDGET OWNER] | |",0.2782051282051282,-1
"Precedence[Declaration APPROVED by ADMINISTRATION, Declaration REJECTED by SUPERVISOR] | |",0.2769230769230769,-1
"Alternate Precedence[Declaration APPROVED by ADMINISTRATION, Declaration REJECTED by SUPERVISOR] | |",0.2769230769230769,-1
Exactly1[Declaration REJECTED by ADMINISTRATION] | |,0.2769230769230769,-1
"Precedence[Declaration APPROVED by ADMINISTRATION, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.2743589743589744,-1
"Alternate Precedence[Declaration APPROVED by ADMINISTRATION, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.2743589743589744,-1
"Not Response[Declaration REJECTED by SUPERVISOR, Declaration APPROVED by BUDGET OWNER] | |",0.2717948717948718,-1
"Alternate Response[Declaration REJECTED by SUPERVISOR, Declaration SUBMITTED by EMPLOYEE] | |",0.2692307692307692,-1
"Response[Declaration REJECTED by SUPERVISOR, Declaration SUBMITTED by EMPLOYEE] | |",0.2692307692307692,-1
"Responded Existence[Request Payment, Declaration APPROVED by ADMINISTRATION] | |",0.2692307692307692,-1
"Responded Existence[Declaration APPROVED by ADMINISTRATION, Request Payment] | |",0.2692307692307692,-1
"Precedence[Declaration APPROVED by ADMINISTRATION, Request Payment] | |",0.2692307692307692,-1
"Response[Declaration APPROVED by ADMINISTRATION, Request Payment] | |",0.2692307692307692,-1
"Alternate Precedence[Declaration APPROVED by ADMINISTRATION, Request Payment] | |",0.2692307692307692,-1
"Response[Declaration REJECTED by EMPLOYEE, Declaration APPROVED by ADMINISTRATION] | |",0.2679487179487179,-1
"Not Precedence[Declaration REJECTED by EMPLOYEE, Declaration REJECTED by ADMINISTRATION] | |",0.2679487179487179,-1
Existence2[Declaration APPROVED by ADMINISTRATION] | |,0.2653846153846154,-1
"Responded Existence[Declaration REJECTED by SUPERVISOR, Payment Handled] | |",0.2615384615384615,-1
"Responded Existence[Payment Handled, Declaration REJECTED by SUPERVISOR] | |",0.2615384615384615,-1
"Response[Declaration REJECTED by SUPERVISOR, Payment Handled] | |",0.2615384615384615,-1
"Precedence[Declaration REJECTED by SUPERVISOR, Payment Handled] | |",0.2615384615384615,-1
"Alternate Precedence[Declaration REJECTED by SUPERVISOR, Payment Handled] | |",0.2615384615384615,-1
"Precedence[Declaration REJECTED by SUPERVISOR, Request Payment] | |",0.2602564102564103,-1
"Alternate Precedence[Declaration REJECTED by SUPERVISOR, Request Payment] | |",0.2602564102564103,-1
"Response[Declaration REJECTED by SUPERVISOR, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.2602564102564103,-1
"Responded Existence[Declaration REJECTED by SUPERVISOR, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.2602564102564103,-1
"Responded Existence[Declaration FINAL_APPROVED by SUPERVISOR, Declaration REJECTED by SUPERVISOR] | |",0.2602564102564103,-1
"Responded Existence[Request Payment, Declaration REJECTED by SUPERVISOR] | |",0.2602564102564103,-1
"Responded Existence[Declaration REJECTED by SUPERVISOR, Request Payment] | |",0.2602564102564103,-1
"Response[Declaration REJECTED by SUPERVISOR, Request Payment] | |",0.2602564102564103,-1
"Not Response[Declaration REJECTED by ADMINISTRATION, Declaration APPROVED by ADMINISTRATION] | |",0.258974358974359,-1
"Precedence[Declaration REJECTED by SUPERVISOR, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.258974358974359,-1
"Alternate Response[Declaration REJECTED by EMPLOYEE, Declaration APPROVED by ADMINISTRATION] | |",0.258974358974359,-1
"Response[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by ADMINISTRATION] | |",0.2576923076923076,-1
"Alternate Precedence[Declaration REJECTED by SUPERVISOR, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.2576923076923076,-1
Exactly2[Declaration APPROVED by ADMINISTRATION] | |,0.2551282051282051,-1
"Alternate Response[Declaration REJECTED by SUPERVISOR, Payment Handled] | |",0.2551282051282051,-1
"Alternate Response[Declaration REJECTED by SUPERVISOR, Request Payment] | |",0.2538461538461538,-1
"Alternate Response[Declaration REJECTED by SUPERVISOR, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.2538461538461538,-1
"Exclusive Choice[Payment Handled, Declaration REJECTED by SUPERVISOR] | |",0.2512820512820513,-1
"Exclusive Choice[Declaration REJECTED by SUPERVISOR, Payment Handled] | |",0.2512820512820513,-1
"Exclusive Choice[Declaration APPROVED by ADMINISTRATION, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.25,-1
"Not Responded Existence[Declaration REJECTED by ADMINISTRATION, Declaration APPROVED by ADMINISTRATION] | |",0.25,-1
"Exclusive Choice[Declaration FINAL_APPROVED by SUPERVISOR, Declaration APPROVED by ADMINISTRATION] | |",0.25,-1
"Exclusive Choice[Request Payment, Declaration REJECTED by SUPERVISOR] | |",0.2487179487179487,-1
"Chain Response[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by ADMINISTRATION] | |",0.2487179487179487,-1
"Exclusive Choice[Declaration REJECTED by SUPERVISOR, Request Payment] | |",0.2487179487179487,-1
"Alternate Response[Declaration SUBMITTED by EMPLOYEE, Declaration REJECTED by ADMINISTRATION] | |",0.2487179487179487,-1
"Alternate Precedence[Declaration REJECTED by ADMINISTRATION, Declaration REJECTED by EMPLOYEE] | |",0.2474358974358974,-1
"Not Responded Existence[Declaration REJECTED by SUPERVISOR, Declaration APPROVED by BUDGET OWNER] | |",0.2474358974358974,-1
"Chain Precedence[Declaration REJECTED by ADMINISTRATION, Declaration REJECTED by EMPLOYEE] | |",0.2448717948717948,-1
"Not Response[Declaration REJECTED by ADMINISTRATION, Declaration SUBMITTED by EMPLOYEE] | |",0.2384615384615384,-1
"Chain Precedence[Declaration APPROVED by ADMINISTRATION, Declaration REJECTED by SUPERVISOR] | |",0.2358974358974359,-1
Absence1[Declaration REJECTED by EMPLOYEE] | |,0.232051282051282,-1
"Exclusive Choice[Declaration APPROVED by ADMINISTRATION, Request Payment] | |",0.2294871794871794,-1
"Exclusive Choice[Request Payment, Declaration APPROVED by ADMINISTRATION] | |",0.2294871794871794,-1
"Exclusive Choice[Payment Handled, Declaration APPROVED by ADMINISTRATION] | |",0.2166666666666666,-1
"Exclusive Choice[Declaration APPROVED by ADMINISTRATION, Payment Handled] | |",0.2166666666666666,-1
"Alternate Response[Declaration REJECTED by SUPERVISOR, Declaration APPROVED by ADMINISTRATION] | |",0.2166666666666666,-1
"Response[Declaration REJECTED by SUPERVISOR, Declaration APPROVED by ADMINISTRATION] | |",0.2166666666666666,-1
"Not Chain Response[Declaration APPROVED by ADMINISTRATION, Declaration APPROVED by BUDGET OWNER] | |",0.2115384615384615,-1
"Not Responded Existence[Declaration APPROVED by ADMINISTRATION, Declaration APPROVED by BUDGET OWNER] | |",0.2115384615384615,-1
"Not Response[Declaration APPROVED by ADMINISTRATION, Declaration APPROVED by BUDGET OWNER] | |",0.2115384615384615,-1
"Exclusive Choice[Declaration APPROVED by ADMINISTRATION, Declaration APPROVED by BUDGET OWNER] | |",0.2115384615384615,-1
"Exclusive Choice[Declaration APPROVED by BUDGET OWNER, Declaration APPROVED by ADMINISTRATION] | |",0.2115384615384615,-1
"Not Chain Response[Declaration APPROVED by ADMINISTRATION, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.2012820512820513,-1
"Not Responded Existence[Declaration FINAL_APPROVED by SUPERVISOR, Declaration REJECTED by SUPERVISOR] | |",0.1884615384615384,-1
"Not Precedence[Declaration REJECTED by SUPERVISOR, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.1884615384615384,-1
Existence1[Declaration SAVED by EMPLOYEE] | |,0.173076923076923,-1
Absence1[Declaration SUBMITTED by EMPLOYEE] | |,0.173076923076923,-1
Init[Declaration SAVED by EMPLOYEE] | |,0.173076923076923,-1
Exactly1[Declaration SAVED by EMPLOYEE] | |,0.173076923076923,-1
End[Declaration SAVED by EMPLOYEE] | |,0.1717948717948718,-1
"Not Precedence[Declaration APPROVED by ADMINISTRATION, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.1705128205128205,-1
"Not Responded Existence[Declaration FINAL_APPROVED by SUPERVISOR, Declaration APPROVED by ADMINISTRATION] | |",0.1705128205128205,-1
"Exclusive Choice[Declaration APPROVED by ADMINISTRATION, Declaration REJECTED by SUPERVISOR] | |",0.1602564102564102,-1
"Exclusive Choice[Declaration REJECTED by SUPERVISOR, Declaration APPROVED by ADMINISTRATION] | |",0.1602564102564102,-1
"Not Responded Existence[Payment Handled, Declaration REJECTED by SUPERVISOR] | |",0.1538461538461538,-1
"Chain Precedence[Declaration APPROVED by ADMINISTRATION, Declaration FINAL_APPROVED by SUPERVISOR] | |",0.1538461538461538,-1
"Not Precedence[Declaration REJECTED by SUPERVISOR, Payment Handled] | |",0.1538461538461538,-1
"Not Responded Existence[Request Payment, Declaration REJECTED by SUPERVISOR] | |",0.15,-1
"Not Precedence[Declaration REJECTED by SUPERVISOR, Request Payment] | |",0.15,-1
Existence1[Declaration APPROVED by BUDGET OWNER] | |,0.1461538461538461,-1
"Not Chain Precedence[Declaration REJECTED by SUPERVISOR, Declaration APPROVED by BUDGET OWNER] | |",0.1461538461538461,-1
"Responded Existence[Declaration SUBMITTED by EMPLOYEE, Declaration APPROVED by BUDGET OWNER] | |",0.1461538461538461,-1
"Not Chain Response[Declaration APPROVED by BUDGET OWNER, Declaration APPROVED by ADMINISTRATION] | |",0.1461538461538461,-1
"Not Chain Response[Declaration APPROVED by BUDGET OWNER, Payment Handled] | |",0.1461538461538461,-1
"Not Precedence[Payment Handled, Declaration APPROVED by BUDGET OWNER] | |",0.1461538461538461,-1
"Not Chain Precedence[Declaration FINAL_APPROVED by SUPERVISOR, Declaration APPROVED by BUDGET OWNER] | |",0.1461538461538461,-1
"Not Precedence[Request Payment, Declaration APPROVED by BUDGET OWNER] | |",0.1461538461538461,-1
"Not Chain Precedence[Declaration SUBMITTED by EMPLOYEE, Declaration APPROVED by BUDGET OWNER] | |",0.1461538461538461,-1
"Not Chain Response[Declaration APPROVED by BUDGET OWNER, Declaration SUBMITTED by EMPLOYEE] | |",0.1461538461538461,-1
"Not Chain Response[Declaration APPROVED by BUDGET OWNER, Request Payment] | |",0.1461538461538461,-1
"Alternate Precedence[Declaration SUBMITTED by EMPLOYEE, Declaration APPROVED by BUDGET OWNER] | |",0.1461538461538461,-1
"Precedence[Declaration SUBMITTED by EMPLOYEE, Declaration APPROVED by BUDGET OWNER] | |",0.1461538461538461,-1
"Not Chain Precedence[Request Payment, Declaration APPROVED by BUDGET OWNER] | |",0.1461538461538461,-1
"Responded Existence[Declaration APPROVED by BUDGET OWNER, Declaration SUBMITTED by EMPLOYEE] | |",0.1461538461538461,-1
"Not Chain Precedence[Payment Handled, Declaration APPROVED by BUDGET OWNER] | |",0.1461538461538461,-1
